Optimal,Temp,CR
0.12828850796188054,0.0,0.1
0.10581299042319611,0.0,0.2
0.12145066384655008,0.0,0.30000000000000004
0.10305829710334834,0.0,0.4
0.1228020169932353,0.0,0.5
0.11322358304408246,0.0,0.6
0.11302008504888067,0.0,0.7
0.12477228758486882,0.0,0.7999999999999999
0.11424099672464633,0.0,0.8999999999999999
0.11385444038280819,0.0,0.9999999999999999
0.12931358186514555,500.0,0.1
0.1169546190542152,500.0,0.2
0.11583929786628216,500.0,0.30000000000000004
0.1021395080945609,500.0,0.4
0.10855472433243783,500.0,0.5
0.11532705307161803,500.0,0.6
0.1059385247095519,500.0,0.7
0.1060331942255875,500.0,0.7999999999999999
0.11776702388202663,500.0,0.8999999999999999
0.03717504584175821,500.0,0.9999999999999999
0.10858233018852348,1000.0,0.1
0.10390396817639001,1000.0,0.2
0.12723586216429147,1000.0,0.30000000000000004
0.13009460185651103,1000.0,0.4
0.10907697194679071,1000.0,0.5
0.10252707021023533,1000.0,0.6
0.12633491778683906,1000.0,0.7
0.12089617096619631,1000.0,0.7999999999999999
0.12513222174917177,1000.0,0.8999999999999999
0.038637061516239496,1000.0,0.9999999999999999
0.12108329182914779,1500.0,0.1
0.12285892940027751,1500.0,0.2
0.10859317445562187,1500.0,0.30000000000000004
0.11518958925337529,1500.0,0.4
0.10615955907230758,1500.0,0.5
0.0931849776125255,1500.0,0.6
0.10683066510040158,1500.0,0.7
0.11186497196300262,1500.0,0.7999999999999999
0.11936115928381208,1500.0,0.8999999999999999
0.0408255949065648,1500.0,0.9999999999999999
0.11635815320070536,2000.0,0.1
0.1156141797434752,2000.0,0.2
0.11935526003868283,2000.0,0.30000000000000004
0.12302155483911237,2000.0,0.4
0.12617440352526046,2000.0,0.5
0.10551062802700197,2000.0,0.6
0.11517116773668758,2000.0,0.7
0.10325765481477206,2000.0,0.7999999999999999
0.12168788805110867,2000.0,0.8999999999999999
0.03761662007476711,2000.0,0.9999999999999999
0.11001660754189226,2500.0,0.1
0.12447616284146215,2500.0,0.2
0.11077366867124609,2500.0,0.30000000000000004
0.11573985936739171,2500.0,0.4
0.11425960303729654,2500.0,0.5
0.1075591963235355,2500.0,0.6
0.11448644209733343,2500.0,0.7
0.11758677702556981,2500.0,0.7999999999999999
0.14118777248079967,2500.0,0.8999999999999999
0.037278328157804644,2500.0,0.9999999999999999
0.11925956965358758,3000.0,0.1
0.13514042680903024,3000.0,0.2
0.10672564940029151,3000.0,0.30000000000000004
0.12475953462101552,3000.0,0.4
0.11989356558311358,3000.0,0.5
0.12973638429431938,3000.0,0.6
0.11320144360819394,3000.0,0.7
0.12405490189157989,3000.0,0.7999999999999999
0.11999400689076106,3000.0,0.8999999999999999
0.03750739740582292,3000.0,0.9999999999999999
0.11304178826167853,3500.0,0.1
0.11448743263695295,3500.0,0.2
0.10750289481647839,3500.0,0.30000000000000004
0.12947336480072114,3500.0,0.4
0.11344533212745295,3500.0,0.5
0.09971070717891463,3500.0,0.6
0.11811020568421497,3500.0,0.7
0.10032581441603985,3500.0,0.7999999999999999
0.11649486610163967,3500.0,0.8999999999999999
0.041219012896846506,3500.0,0.9999999999999999
0.12159184133727882,4000.0,0.1
0.13585844954589213,4000.0,0.2
0.11536494246720115,4000.0,0.30000000000000004
0.1140319389638944,4000.0,0.4
0.10861431419687179,4000.0,0.5
0.11592907333329458,4000.0,0.6
0.12137799913599231,4000.0,0.7
0.1320316487356418,4000.0,0.7999999999999999
0.10659424390120868,4000.0,0.8999999999999999
0.036368201909719955,4000.0,0.9999999999999999
0.11550208155523503,4500.0,0.1
0.11469065165009275,4500.0,0.2
0.0971832076776028,4500.0,0.30000000000000004
0.11117226918578804,4500.0,0.4
0.12174833865360744,4500.0,0.5
0.11427850866278964,4500.0,0.6
0.12457658442474587,4500.0,0.7
0.1299832421685291,4500.0,0.7999999999999999
0.10752370498634159,4500.0,0.8999999999999999
0.041498806959940446,4500.0,0.9999999999999999
0.11374836014350592,5000.0,0.1
0.10717023310437648,5000.0,0.2
0.1214463936180906,5000.0,0.30000000000000004
0.10556726032317786,5000.0,0.4
0.1055927561796883,5000.0,0.5
0.1096511683150677,5000.0,0.6
0.10258921118894884,5000.0,0.7
0.11289057185953195,5000.0,0.7999999999999999
0.10233127352285402,5000.0,0.8999999999999999
0.039906065425860913,5000.0,0.9999999999999999
0.1336510459998795,5500.0,0.1
0.09685286191814874,5500.0,0.2
0.12249279014592866,5500.0,0.30000000000000004
0.12330698656644346,5500.0,0.4
0.11620246730178384,5500.0,0.5
0.11379617735705416,5500.0,0.6
0.10470692921932456,5500.0,0.7
0.1254170704846133,5500.0,0.7999999999999999
0.11751899065257697,5500.0,0.8999999999999999
0.03772153267948145,5500.0,0.9999999999999999
0.1110102342857536,6000.0,0.1
0.11790519551716452,6000.0,0.2
0.11960109625724347,6000.0,0.30000000000000004
0.12212843314549499,6000.0,0.4
0.11839860494163015,6000.0,0.5
0.10819409623102441,6000.0,0.6
0.1126319989978328,6000.0,0.7
0.11690301604512408,6000.0,0.7999999999999999
0.11300592088621379,6000.0,0.8999999999999999
0.036226177529735094,6000.0,0.9999999999999999
0.1184449516533085,6500.0,0.1
0.1291393472895821,6500.0,0.2
0.11733532262301317,6500.0,0.30000000000000004
0.10894874845010488,6500.0,0.4
0.10840962326330465,6500.0,0.5
0.1170866672130333,6500.0,0.6
0.11124906476612882,6500.0,0.7
0.11066821652484726,6500.0,0.7999999999999999
0.09748222187713147,6500.0,0.8999999999999999
0.03940917427649924,6500.0,0.9999999999999999
0.13180675718929075,7000.0,0.1
0.114722409231105,7000.0,0.2
0.10815323039490211,7000.0,0.30000000000000004
0.10556464344638587,7000.0,0.4
0.123710340577074,7000.0,0.5
0.11368469706216124,7000.0,0.6
0.10807292178177463,7000.0,0.7
0.11534237647408958,7000.0,0.7999999999999999
0.11435503638447037,7000.0,0.8999999999999999
0.04030574171466122,7000.0,0.9999999999999999
0.12794735831488444,7500.0,0.1
0.1353087138507675,7500.0,0.2
0.11469899316949049,7500.0,0.30000000000000004
0.12608880103958572,7500.0,0.4
0.11287052467307497,7500.0,0.5
0.11202428788551666,7500.0,0.6
0.1196058231475448,7500.0,0.7
0.12448472592847663,7500.0,0.7999999999999999
0.12203965431077503,7500.0,0.8999999999999999
0.03867862350309949,7500.0,0.9999999999999999
0.11288893898033169,8000.0,0.1
0.10448334525563022,8000.0,0.2
0.11153018029228265,8000.0,0.30000000000000004
0.1268649918703943,8000.0,0.4
0.12395911369482014,8000.0,0.5
0.10243484205063193,8000.0,0.6
0.12527900358041588,8000.0,0.7
0.10671994720946688,8000.0,0.7999999999999999
0.10971081424405811,8000.0,0.8999999999999999
0.03758907228436173,8000.0,0.9999999999999999
0.11955142139854696,8500.0,0.1
0.1443838469633949,8500.0,0.2
0.1057368811698944,8500.0,0.30000000000000004
0.10114642698140877,8500.0,0.4
0.11090873762883187,8500.0,0.5
0.11885264130730076,8500.0,0.6
0.12871846445676505,8500.0,0.7
0.12282327668471726,8500.0,0.7999999999999999
0.11046758040555081,8500.0,0.8999999999999999
0.03875970504766827,8500.0,0.9999999999999999
0.10540626894704176,9000.0,0.1
0.1042795780124486,9000.0,0.2
0.11227554771028311,9000.0,0.30000000000000004
0.10350004035981664,9000.0,0.4
0.12501337941790416,9000.0,0.5
0.11470650344392973,9000.0,0.6
0.11544128631386576,9000.0,0.7
0.11486437503533845,9000.0,0.7999999999999999
0.12215738271298254,9000.0,0.8999999999999999
0.032844891380427226,9000.0,0.9999999999999999
0.12937531873535757,9500.0,0.1
0.12105827616936796,9500.0,0.2
0.1199410632527144,9500.0,0.30000000000000004
0.1306495516353277,9500.0,0.4
0.1226777912115664,9500.0,0.5
0.10076721708098474,9500.0,0.6
0.11555507797674772,9500.0,0.7
0.11740759829203799,9500.0,0.7999999999999999
0.11322786974924222,9500.0,0.8999999999999999
0.03674440488707012,9500.0,0.9999999999999999
